state,yearOfLoss,floodEvent,occupancyType,count,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,buildingDamageAmount,contentsDamageAmount
GA,2015,Early winter storms,1.0,391,4980520.59,704963.68,30000.0,5392812.0,888621.0
GA,2015,Early winter storms,2.0,7,236163.99,0.0,0.0,271088.0,0.0
GA,2015,Early winter storms,3.0,15,1246326.63,0.0,0.0,1326035.0,0.0
GA,2015,Early winter storms,4.0,6,206140.99,1602.5,0.0,299381.0,6400.0
GA,2015,Early winter storms,6.0,22,1302496.18,1032167.68,0.0,1546465.0,1176167.0
GA,2016,Early winter storms,1.0,6,95228.20999999999,2500.0,0.0,104088.0,667.0
GA,2016,Early winter storms,6.0,1,39548.08,0.0,0.0,41548.0,0.0
GA,2016,Hurricane Matthew,1.0,962,11234042.87,1932723.18,30000.0,11914754.0,2431015.0
GA,2016,Hurricane Matthew,2.0,37,392133.52,19371.57,0.0,470957.0,33733.0
GA,2016,Hurricane Matthew,3.0,36,3653078.79,207137.06,0.0,3821626.0,232274.0
GA,2016,Hurricane Matthew,4.0,7,73343.94,0.0,0.0,130592.0,0.0
GA,2016,Hurricane Matthew,6.0,72,3078838.31,575406.8,0.0,3337701.0,638412.0
GA,2017,Hurricane Irma,1.0,1931,50977072.6,8754002.97,555394.0,52504469.0,11070822.0
GA,2017,Hurricane Irma,2.0,55,865258.13,135475.76,0.0,1040681.0,157353.0
GA,2017,Hurricane Irma,3.0,30,1443660.85,24217.399999999998,0.0,1465267.0,27217.0
GA,2017,Hurricane Irma,4.0,13,254525.64,0.0,0.0,295891.0,0.0
GA,2017,Hurricane Irma,6.0,69,2502446.75,96811.96,0.0,2694040.0,145962.0
GA,2018,Hurricane Michael,1.0,26,84869.17,6761.9,0.0,106975.0,8376.0
GA,2018,Hurricane Michael,2.0,3,247500.0,0.0,0.0,264884.0,0.0
GA,2018,Hurricane Michael,6.0,3,80343.07,5253.01,0.0,82843.0,6253.0
GA,2020,Hurricane Eta,1.0,1,0.0,0.0,0.0,0.0,0.0
GA,2020,Hurricane Zeta,1.0,26,169294.95,13874.070000000002,0.0,194877.0,20927.0
GA,2020,Hurricane Zeta,4.0,2,55718.490000000005,720.24,0.0,58218.0,1970.0
GA,2020,Hurricane Zeta,6.0,2,36878.81,25486.54,0.0,40129.0,26737.0
GA,2021,Hurricane Elsa,1.0,28,280409.08,37977.15,0.0,288591.0,52828.0
GA,2021,Hurricane Elsa,6.0,2,201020.47,28900.82,0.0,203520.0,31400.0
GA,2021,Tropical Storm Fred,1.0,16,100218.22,47.67,0.0,113110.0,2005.0
GA,2021,Tropical Storm Fred,3.0,1,60337.32,0.0,0.0,57713.0,0.0
GA,2021,Tropical Storm Fred,4.0,1,9085.39,0.0,0.0,10335.0,0.0
GA,2021,Tropical Storm Fred,6.0,2,32207.39,0.0,0.0,42207.0,0.0
GA,2022,Hurricane Ian,1.0,3,0.0,0.0,0.0,0.0,0.0
GA,2022,Hurricane Ian,11.0,1,0.0,0.0,0.0,0.0,0.0
GA,2022,Hurricane Nicole,1.0,11,238244.72,19151.36,0.0,239094.0,31888.0
GA,2022,Hurricane Nicole,6.0,2,83599.56,0.0,0.0,98599.0,0.0
GA,2022,Hurricane Nicole,11.0,55,1822849.06,205394.93,0.0,1634803.0,246503.0
GA,2022,Hurricane Nicole,12.0,1,12471.48,0.0,0.0,14471.0,0.0
GA,2022,Hurricane Nicole,18.0,1,14364.19,0.0,0.0,15364.0,0.0
GA,2022,Hurricane Nicole,19.0,1,0.0,24475.83,0.0,0.0,25476.0
LA,1978,Flooding,1.0,6994,27651762.05,11984876.9,0.0,33200041.0,19340940.0
LA,1978,Flooding,2.0,933,2629574.55,387375.27,0.0,3117977.0,529415.0
LA,1978,Flooding,3.0,99,373821.8,51790.369999999995,0.0,452305.0,77225.0
LA,1978,Flooding,4.0,519,1923704.76,2308433.79,0.0,2398211.0,3188954.0
LA,1979,Flooding,1.0,206,678003.68,198437.86000000002,0.0,740033.0,233453.0
LA,1979,Flooding,2.0,8,24624.239999999998,180.0,0.0,26394.0,380.0
LA,1979,Flooding,3.0,2,952.5,1444.75,0.0,1153.0,1645.0
LA,1979,Flooding,4.0,15,28300.739999999998,30870.43,0.0,43879.0,53665.0
LA,1980,Flooding,1.0,13956,59256827.51,23356423.39,0.0,64476065.0,29361488.0
LA,1980,Flooding,2.0,1739,5378092.64,1300514.6300000001,0.0,6088582.0,1608080.0
LA,1980,Flooding,3.0,349,3203517.91,319134.1,0.0,9573289.0,379289.0
LA,1980,Flooding,4.0,1179,4424020.17,6091983.67,0.0,5173535.0,7258045.0
LA,1981,Flooding,1.0,608,1164649.99,511814.13,0.0,1292972.0,656392.0
LA,1981,Flooding,2.0,227,480024.48,216142.75,0.0,530774.0,289016.0
LA,1981,Flooding,3.0,16,96821.88,5568.07,0.0,101864.0,8088.0
LA,1981,Flooding,4.0,121,423894.69,380474.43,0.0,452337.0,421631.0
LA,1982,Flooding,1.0,4841,19129971.53,8155485.69,0.0,21658920.0,11098240.0
LA,1982,Flooding,2.0,439,1176962.55,205477.88,0.0,1377649.0,276695.0
LA,1982,Flooding,3.0,101,559390.14,118123.85,0.0,675286.0,193515.0
LA,1982,Flooding,4.0,435,1381925.63,2283458.4,0.0,1612138.0,2604000.0
LA,1983,Flooding,1.0,11576,65812689.57,21531982.32,0.0,81033999.0,31250590.0
LA,1983,Flooding,2.0,1497,5081174.47,1396780.28,0.0,6325455.0,1992960.0
LA,1983,Flooding,3.0,268,1202958.93,197923.04,0.0,1781263.0,272034.0
LA,1983,Flooding,4.0,1007,4283325.45,5888033.97,0.0,5711697.0,8442112.0
LA,1984,Flooding,1.0,549,3685788.06,1126734.09,0.0,4640433.0,1601461.0
LA,1984,Flooding,2.0,7,69698.61,7411.05,0.0,80000.0,10084.0
LA,1984,Flooding,3.0,9,489051.23,66631.64,0.0,673307.0,77132.0
LA,1984,Flooding,4.0,50,228571.48,127886.0,0.0,368117.0,182146.0
LA,1985,Flooding,1.0,162,249913.73,56495.22,0.0,340779.0,89360.0
LA,1985,Flooding,2.0,8,1707.5,5065.17,0.0,2728.0,6067.0
LA,1985,Flooding,3.0,5,4050.38,50.5,0.0,5737.0,601.0
LA,1985,Flooding,4.0,24,29351.53,11122.83,0.0,43090.0,16622.0
LA,1985,Hurricane Bob,1.0,344,1360649.57,497499.13,0.0,1805462.0,725943.0
LA,1985,Hurricane Bob,2.0,6,4431.95,1087.49,0.0,6462.0,2930.0
LA,1985,Hurricane Bob,3.0,7,41767.77,3303.38,0.0,49618.0,5343.0
LA,1985,Hurricane Bob,4.0,46,191214.3,233551.8,0.0,229236.0,380778.0
LA,1985,Hurricane Juan,1.0,6079,56686263.76,20916646.64,0.0,66179313.0,37631881.0
LA,1985,Hurricane Juan,2.0,151,1494985.45,125028.62,0.0,1988249.0,202987.0
LA,1985,Hurricane Juan,3.0,61,454416.53,131820.85,0.0,585144.0,185578.0
LA,1985,Hurricane Juan,4.0,436,3985715.44,4506547.95,0.0,4843224.0,5735045.0
LA,1987,Flooding,1.0,491,3165075.43,1118423.34,0.0,4094966.0,1522942.0
LA,1987,Flooding,2.0,9,80499.01,11800.0,0.0,88907.0,16880.0
LA,1987,Flooding,3.0,4,12668.28,3375.0,0.0,14669.0,4485.0
LA,1987,Flooding,4.0,41,380173.82,157830.27,0.0,432510.0,207042.0
LA,1988,Flooding,1.0,2981,8996682.62,4711840.6,0.0,11775598.0,9391743.0
LA,1988,Flooding,2.0,376,897116.79,214224.63,0.0,1330193.0,445003.0
LA,1988,Flooding,3.0,45,254580.97,4464.39,0.0,280190.0,9247.0
LA,1988,Flooding,4.0,277,752395.89,1275891.64,0.0,1716435.0,1419899.0
LA,1988,Flooding,6.0,1,0.0,0.0,0.0,0.0,0.0
LA,1988,Hurricane Florence,1.0,93,343026.5,77778.08,0.0,442604.0,101654.0
LA,1988,Hurricane Florence,2.0,1,0.0,0.0,0.0,0.0,0.0
LA,1988,Hurricane Florence,3.0,1,3539.86,240.28,0.0,4039.0,740.0
LA,1988,Hurricane Florence,4.0,22,97847.18,64903.67,0.0,106190.0,71516.0
LA,1989,Flooding,1.0,6400,45207041.51,16777943.83,0.0,55571753.0,24068782.0
LA,1989,Flooding,2.0,307,1603037.74,141060.13,0.0,3533202.0,200912.0
LA,1989,Flooding,3.0,155,1171447.46,74845.38,0.0,2146946.0,237656.0
LA,1989,Flooding,4.0,342,2249730.7,1741662.99,0.0,2615299.0,2056143.0
LA,1990,Flooding,1.0,916,9404566.7,1889762.05,0.0,11060609.0,2607554.0
LA,1990,Flooding,2.0,15,182281.44,60987.909999999996,0.0,192623.0,36267.0
LA,1990,Flooding,3.0,6,131481.75,7143.64,0.0,135485.0,9642.0
LA,1990,Flooding,4.0,45,797256.65,222403.43,0.0,1226067.0,275522.0
LA,1991,Flooding,1.0,4792,34292722.39,9979805.4,0.0,40744587.0,18970853.0
LA,1991,Flooding,2.0,616,3503663.01,598509.25,0.0,4179982.0,857629.0
LA,1991,Flooding,3.0,122,2720963.29,287721.94,0.0,2936574.0,370966.0
LA,1991,Flooding,4.0,534,3830039.23,3478925.43,0.0,4704395.0,4251927.0
LA,1992,Hurricane Andrew,1.0,2538,16946619.1,6788959.55,0.0,20749799.0,9713775.0
LA,1992,Hurricane Andrew,2.0,34,99779.13,29560.67,0.0,132034.0,41379.0
LA,1992,Hurricane Andrew,3.0,38,484891.95,82570.03,0.0,540946.0,842204.0
LA,1992,Hurricane Andrew,4.0,224,2609001.65,2109071.69,0.0,3195720.0,2737277.0
LA,1993,Flooding,1.0,1446,13443978.48,3810266.2,0.0,15134397.0,5692377.0
LA,1993,Flooding,2.0,76,884668.54,25248.16,0.0,967448.0,29209.0
LA,1993,Flooding,3.0,40,327397.37,18474.06,0.0,389678.0,20475.0
LA,1993,Flooding,4.0,78,805414.4400000001,373609.99,0.0,986471.0,538782.0
LA,1993,Flooding,6.0,1,17143.48,0.0,0.0,17644.0,0.0
LA,1994,Flooding,1.0,369,1088559.3,382464.73,0.0,1343360.0,527415.0
LA,1994,Flooding,2.0,157,770842.35,186352.04,0.0,988192.0,256605.0
LA,1994,Flooding,3.0,27,204631.19,62691.98,0.0,229876.0,73392.0
LA,1994,Flooding,4.0,96,535822.23,302159.59,0.0,756236.0,247575.0
LA,1995,Flooding,1.0,29818,351309073.26,125459282.18,0.0,398137432.0,179681352.0
LA,1995,Flooding,2.0,4208,44190924.87,5092296.71,0.0,54333357.0,7670913.0
LA,1995,Flooding,3.0,878,16356425.63,441693.91,0.0,19568825.0,671150.0
LA,1995,Flooding,4.0,1901,30101870.69,21221444.91,0.0,34589344.0,25135089.0
LA,1995,Flooding,6.0,15,155457.78,29305.42,0.0,174086.0,37295.0
LA,1997,Hurricane Danny,1.0,232,925864.38,325801.23,0.0,1361831.0,1101626.0
LA,1997,Hurricane Danny,2.0,5,36279.83,19727.18,0.0,39041.0,21978.0
LA,1997,Hurricane Danny,3.0,4,19792.14,11645.99,0.0,22790.0,14644.0
LA,1997,Hurricane Danny,4.0,36,579834.79,228839.13,0.0,601586.0,247473.0
LA,1998,Flooding,1.0,5816,28079228.62,9410109.97,15000.0,31966187.0,11932534.0
LA,1998,Flooding,2.0,1008,6085347.48,1154918.15,0.0,6763285.0,1554423.0
LA,1998,Flooding,3.0,95,1029045.4400000001,108386.23000000001,0.0,1091892.0,123250.0
LA,1998,Flooding,4.0,704,5903028.57,4939011.75,0.0,6382653.0,5464176.0
LA,1998,Flooding,6.0,13,164896.17,18179.91,0.0,172332.0,37838.0
LA,1998,Hurricane Georges,1.0,991,6957552.68,2479720.3,45000.0,7766374.0,2995273.0
LA,1998,Hurricane Georges,2.0,72,195535.59,38823.14,0.0,238879.0,48571.0
LA,1998,Hurricane Georges,3.0,7,3031.23,1651.27,0.0,4783.0,2669.0
LA,1998,Hurricane Georges,4.0,89,1524983.65,2897846.18,0.0,1778563.0,2988601.0
LA,2001,Tropical Storm Allison,1.0,6543,62919392.78,16995161.13,385281.48,68421681.0,19521260.0
LA,2001,Tropical Storm Allison,2.0,365,3015724.73,197368.17,0.0,3464312.0,274465.0
LA,2001,Tropical Storm Allison,3.0,137,1733144.94,22699.539999999997,0.0,1978852.0,29173.0
LA,2001,Tropical Storm Allison,4.0,331,5130081.33,1811030.8,0.0,5778234.0,2158757.0
LA,2001,Tropical Storm Allison,6.0,19,376062.9,169587.56,0.0,388240.0,176019.0
LA,2002,Hurricane Lili,1.0,3354,21796947.57,5525328.47,2934267.43,25665431.0,6753956.0
LA,2002,Hurricane Lili,2.0,163,469426.32,46191.67,0.0,558039.0,62792.0
LA,2002,Hurricane Lili,3.0,44,503802.32,37269.26,20000.0,549903.0,49303.0
LA,2002,Hurricane Lili,4.0,236,3419791.57,1980013.82,10000.0,3787704.0,2183122.0
LA,2002,Hurricane Lili,6.0,9,149305.69,22956.379999999997,0.0,155693.0,25109.0
LA,2002,Tropical Storm Isidore,1.0,6791,53241045.38,17935043.46,826651.5,58674572.0,20808367.0
LA,2002,Tropical Storm Isidore,2.0,821,5792004.99,476267.88,0.0,6495275.0,588448.0
LA,2002,Tropical Storm Isidore,3.0,104,1143461.92,220368.32,0.0,1205020.0,239280.0
LA,2002,Tropical Storm Isidore,4.0,479,6278414.57,4415203.85,30000.0,6615469.0,4793058.0
LA,2002,Tropical Storm Isidore,6.0,20,154634.74,122326.31,0.0,168757.0,130328.0
LA,2004,Hurricane Ivan,1.0,207,1358862.08,391860.44,7110.0,1462517.0,459230.0
LA,2004,Hurricane Ivan,2.0,2,26811.86,26140.06,0.0,27811.0,28140.0
LA,2004,Hurricane Ivan,3.0,6,137428.27000000002,16312.13,0.0,144932.0,18883.0
LA,2004,Hurricane Ivan,4.0,34,676154.51,405515.02,0.0,708957.0,454120.0
LA,2004,Hurricane Ivan,6.0,2,11678.93,12800.0,0.0,13680.0,13808.0
LA,2005,Hurricane Cindy,1.0,204,859437.65,195458.15,30000.0,1056755.0,284851.0
LA,2005,Hurricane Cindy,2.0,11,17501.96,3977.9399999999996,0.0,20375.0,5088.0
LA,2005,Hurricane Cindy,4.0,20,104128.07,33594.36,0.0,110634.0,37290.0
LA,2005,Hurricane Cindy,6.0,2,1651.32,0.0,0.0,2652.0,0.0
LA,2005,Hurricane Katrina,1.0,144153,8136026007.74,2296553554.34,163172994.28,9583925890.0,3290782755.0
LA,2005,Hurricane Katrina,2.0,19548,1236399458.59,124926441.08,14135763.29,1559900171.0,181156178.0
LA,2005,Hurricane Katrina,3.0,4444,336438369.93,15060324.1,3252870.9,442599646.0,19143476.0
LA,2005,Hurricane Katrina,4.0,7586,677947951.12,267021901.6,3364534.4,925683455.0,389904899.0
LA,2005,Hurricane Katrina,6.0,545,54932143.97,17888828.31,30000.0,78750173.0,21449083.0
LA,2005,Hurricane Rita,1.0,9721,257660699.55,53517878.22,32722326.42,306203179.0,71751834.0
LA,2005,Hurricane Rita,2.0,402,7383554.02,569990.27,90000.0,10526456.0,830934.0
LA,2005,Hurricane Rita,3.0,107,3016094.74,486390.03,234576.41,4258422.0,558798.0
LA,2005,Hurricane Rita,4.0,529,37269671.0,17639150.67,293578.2,49069934.0,26866213.0
LA,2005,Hurricane Rita,6.0,51,3236560.88,1118374.58,0.0,4118915.0,1236755.0
LA,2008,Hurricane Gustav,1.0,5396,54435400.92,10057154.16,1181385.17,58954998.0,12245606.0
LA,2008,Hurricane Gustav,2.0,246,2457840.5,76742.38,0.0,2607306.0,85517.0
LA,2008,Hurricane Gustav,3.0,93,1998774.24,168590.62,0.0,2167288.0,182556.0
LA,2008,Hurricane Gustav,4.0,423,12704645.0,7068463.01,60000.0,13869353.0,8151004.0
LA,2008,Hurricane Gustav,6.0,72,3004637.2800000003,1961185.07,0.0,3250825.0,2224573.0
LA,2008,Hurricane Ike,1.0,7487,189316937.41,56430151.88,23581628.76,199323849.0,64340434.0
LA,2008,Hurricane Ike,2.0,189,4877681.63,216876.86,120000.0,5136788.0,222986.0
LA,2008,Hurricane Ike,3.0,85,2370477.16,394529.64,0.0,2474070.0,469184.0
LA,2008,Hurricane Ike,4.0,751,34700257.18,16644507.41,193900.0,37670507.0,19170100.0
LA,2008,Hurricane Ike,6.0,106,4240106.1,1819850.52,0.0,4396708.0,2089472.0
LA,2011,Mid-spring storms,1.0,811,8524561.15,1044310.54,1279979.76,9613080.0,1619210.0
LA,2011,Mid-spring storms,2.0,37,433185.64,17099.21,30000.0,577670.0,22518.0
LA,2011,Mid-spring storms,3.0,55,2865916.54,52991.64,59055.0,2903788.0,66087.0
LA,2011,Mid-spring storms,4.0,61,973952.8,223952.34,0.0,1279950.0,261412.0
LA,2011,Mid-spring storms,6.0,13,216095.41999999998,1950.0,0.0,234298.0,951.0
LA,2012,Hurricane Isaac,1.0,11608,334751992.28,115566613.33,8452839.02,338537340.0,130913541.0
LA,2012,Hurricane Isaac,2.0,519,7517545.32,625271.73,30000.0,8016720.0,729259.0
LA,2012,Hurricane Isaac,3.0,299,6006199.18,344580.27999999997,0.0,6286067.0,429507.0
LA,2012,Hurricane Isaac,4.0,529,16989939.9,7065858.52,16915.0,19061752.0,7953750.0
LA,2012,Hurricane Isaac,6.0,363,10116647.53,5760137.89,0.0,10873970.0,7041604.0
LA,2015,Spring storm,1.0,122,4181186.05,571533.08,51118.29,4248589.0,683094.0
LA,2015,Spring storm,2.0,4,90482.35,0.0,0.0,97054.0,0.0
LA,2015,Spring storm,4.0,3,27741.239999999998,13800.0,0.0,30741.0,18371.0
LA,2015,Spring storm,6.0,9,108688.16,11216.55,0.0,118585.0,22302.0
LA,2016,Late winter severe storms,1.0,4466,173827225.18,36051408.35,1025940.15,176484701.0,42227083.0
LA,2016,Late winter severe storms,2.0,149,9477365.37,40586.64,0.0,10964491.0,53160.0
LA,2016,Late winter severe storms,3.0,119,8532980.57,62226.22,0.0,10635732.0,82239.0
LA,2016,Late winter severe storms,4.0,57,2660654.73,756939.72,0.0,2825850.0,835437.0
LA,2016,Late winter severe storms,6.0,227,9899576.58,2858924.11,0.0,11075169.0,3228231.0
LA,2016,Mid-summer severe storms,1.0,27495,1940084613.23,312073432.52,10438205.78,1908986055.0,367838278.0
LA,2016,Mid-summer severe storms,2.0,605,38350166.44,569026.02,41000.0,42440624.0,676775.0
LA,2016,Mid-summer severe storms,3.0,475,62044894.07,383484.88,0.0,68771816.0,453869.0
LA,2016,Mid-summer severe storms,4.0,275,25188973.42,4172621.43,0.0,31032490.0,5146882.0
LA,2016,Mid-summer severe storms,6.0,1166,109424016.1,30065023.48,49650.0,126012594.0,36964740.0
LA,2016,Spring severe storms,1.0,18,162082.82,969.65,0.0,179735.0,2942.0
LA,2016,Spring severe storms,3.0,1,0.0,0.0,0.0,390.0,0.0
LA,2017,Greater New Orleans Flooding,1.0,321,4658924.5,822200.21,0.0,4977802.0,1032767.0
LA,2017,Greater New Orleans Flooding,2.0,251,6078613.55,660680.4,0.0,6710452.0,789397.0
LA,2017,Greater New Orleans Flooding,3.0,43,2699749.88,113809.48999999999,0.0,2858936.0,148599.0
LA,2017,Greater New Orleans Flooding,4.0,22,912073.74,210222.87,0.0,952320.0,232514.0
LA,2017,Greater New Orleans Flooding,6.0,223,10353879.66,3801865.9,0.0,11305095.0,4193009.0
LA,2017,Hurricane Harvey,1.0,477,11630687.12,2240547.06,0.0,12256736.0,2606073.0
LA,2017,Hurricane Harvey,2.0,9,141286.98,0.0,0.0,154509.0,0.0
LA,2017,Hurricane Harvey,3.0,3,27500.0,500.02,0.0,31883.0,1500.0
LA,2017,Hurricane Harvey,4.0,6,65508.97,0.0,0.0,70896.0,0.0
LA,2017,Hurricane Harvey,6.0,31,955212.9400000001,280392.45,0.0,987020.0,241055.0
LA,2019,Tropical Storm Barry,1.0,646,13908104.91,2711635.02,120000.0,12936157.0,2884843.0
LA,2019,Tropical Storm Barry,2.0,239,6322269.68,360588.74,0.0,6552492.0,518426.0
LA,2019,Tropical Storm Barry,3.0,57,4155076.9299999997,60471.18,0.0,2667835.0,67776.0
LA,2019,Tropical Storm Barry,4.0,34,2132420.4899999998,134343.53,0.0,2048367.0,142989.0
LA,2019,Tropical Storm Barry,6.0,315,13322742.34,3976857.45,0.0,10986129.0,4294140.0
LA,2019,Tropical Storm Imelda,1.0,3,0.0,0.0,0.0,0.0,0.0
LA,2020,Hurricane Delta,1.0,1816,51148710.06,9790585.13,46674.0,51514652.0,11168684.0
LA,2020,Hurricane Delta,2.0,56,2114232.58,29721.3,0.0,2572776.0,49238.0
LA,2020,Hurricane Delta,3.0,36,5044668.98,350486.88,0.0,5402330.0,348495.0
LA,2020,Hurricane Delta,4.0,43,1051950.01,715851.52,0.0,1679473.0,786935.0
LA,2020,Hurricane Delta,6.0,110,3284461.74,650182.33,0.0,3808910.0,752028.0
LA,2020,Hurricane Laura,1.0,1014,27860876.93,7099526.89,194794.75,27896380.0,8296614.0
LA,2020,Hurricane Laura,2.0,22,355943.73,9066.78,0.0,331136.0,4826.0
LA,2020,Hurricane Laura,3.0,6,37343.44,0.0,0.0,35386.0,0.0
LA,2020,Hurricane Laura,4.0,60,1878006.78,55504.96,0.0,2012910.0,59754.0
LA,2020,Hurricane Laura,6.0,143,10055660.43,2492678.89,0.0,16962749.0,2799081.0
LA,2020,Hurricane Zeta,1.0,283,2097735.61,303407.77999999997,30000.0,2537436.0,445897.0
LA,2020,Hurricane Zeta,2.0,14,60666.72,20864.76,0.0,55099.0,22114.0
LA,2020,Hurricane Zeta,3.0,5,32246.73,7194.2,0.0,45997.0,14299.0
LA,2020,Hurricane Zeta,4.0,5,23869.619999999995,12896.53,0.0,37869.0,14897.0
LA,2020,Hurricane Zeta,6.0,65,1385767.67,337327.38,0.0,1622134.0,415461.0
LA,2020,Tropical Storm Beta,1.0,19,199802.18,1000.0,0.0,233407.0,2169.0
LA,2020,Tropical Storm Beta,6.0,12,27178.44,0.0,0.0,35711.0,0.0
LA,2021,2021 Mid-Spring Severe Storms,1.0,2857,150130709.39,25003909.88,150391.47,148400717.0,28150093.0
LA,2021,2021 Mid-Spring Severe Storms,2.0,130,7427080.34,89943.03,0.0,7354161.0,109540.0
LA,2021,2021 Mid-Spring Severe Storms,3.0,175,24442625.66,133174.02,0.0,24995738.0,174644.0
LA,2021,2021 Mid-Spring Severe Storms,4.0,59,4348014.36,478107.33,0.0,4619291.0,557410.0
LA,2021,2021 Mid-Spring Severe Storms,6.0,180,12468609.08,4936190.42,0.0,13895013.0,5944801.0
LA,2021,Hurricane Ida,1.0,12855,479309700.98,111963068.66,330100.44,472158861.0,124063178.0
LA,2021,Hurricane Ida,2.0,712,23707764.08,628413.78,0.0,25078393.0,734137.0
LA,2021,Hurricane Ida,3.0,227,9230853.08,274899.38,0.0,9682469.0,341587.0
LA,2021,Hurricane Ida,4.0,184,11917238.83,1497476.76,0.0,13004899.0,1859211.0
LA,2021,Hurricane Ida,6.0,672,31539474.53,12495855.76,26000.0,36058373.0,14207176.0
LA,2021,Tropical Storm Claudette,1.0,258,10772446.81,2031784.99,0.0,10812089.0,2319400.0
LA,2021,Tropical Storm Claudette,2.0,20,765812.26,6808.27,0.0,813307.0,11096.0
LA,2021,Tropical Storm Claudette,3.0,6,221860.53,0.0,0.0,239359.0,0.0
LA,2021,Tropical Storm Claudette,4.0,1,5254.2,1861.97,0.0,6504.0,3112.0
LA,2021,Tropical Storm Claudette,6.0,9,329246.83,40023.41,0.0,361340.0,45894.0
LA,2021,Tropical Storm Nicholas,1.0,55,647719.01,71957.03,0.0,653418.0,93000.0
LA,2021,Tropical Storm Nicholas,2.0,4,60247.25,518.17,0.0,63497.0,1768.0
LA,2021,Tropical Storm Nicholas,6.0,6,161611.19,32661.19,0.0,189319.0,33911.0
MA,1978,Flooding,1.0,1893,12338400.26,3273468.11,0.0,14130031.0,4556916.0
MA,1978,Flooding,2.0,239,1414952.6,338908.74,0.0,1633514.0,393444.0
MA,1978,Flooding,3.0,37,354741.74,19269.75,0.0,377493.0,27451.0
MA,1978,Flooding,4.0,131,1142793.48,697396.29,0.0,5152311.0,1396747.0
MA,1979,Not a named storm,1.0,1246,1564577.15,806569.86,0.0,2123215.0,1209476.0
MA,1979,Not a named storm,2.0,284,442786.67,181065.01,0.0,576142.0,269415.0
MA,1979,Not a named storm,3.0,94,273298.81,25074.53,0.0,356050.0,42943.0
MA,1979,Not a named storm,4.0,182,412795.07,1248464.42,0.0,551973.0,1746916.0
MA,1982,Not a named storm,1.0,457,538450.7,325991.2,0.0,680407.0,500501.0
MA,1982,Not a named storm,2.0,70,61803.31,38307.590000000004,0.0,77100.0,58207.0
MA,1982,Not a named storm,3.0,46,115758.12,15077.6,0.0,147486.0,25340.0
MA,1982,Not a named storm,4.0,70,220078.77000000002,579702.33,0.0,839915.0,815772.0
MA,1985,Flooding,1.0,53,35959.41,21776.62,0.0,47110.0,34854.0
MA,1985,Flooding,2.0,13,8052.5,2734.4,0.0,47614.0,5946.0
MA,1985,Flooding,3.0,5,587.63,10000.0,0.0,42986.0,13008.0
MA,1985,Flooding,4.0,35,310354.74,659593.38,0.0,655812.0,1069184.0
MA,1987,Flooding,1.0,1194,3499852.42,576205.38,0.0,4362373.0,873007.0
MA,1987,Flooding,2.0,107,262442.37,40471.840000000004,0.0,311293.0,51762.0
MA,1987,Flooding,3.0,71,200246.0,30632.23,0.0,260462.0,37881.0
MA,1987,Flooding,4.0,156,1485985.3,451180.99,0.0,2007446.0,589235.0
MA,1991,Hurricane Bob,1.0,2552,32017562.19,5023153.27,0.0,36793563.0,7106554.0
MA,1991,Hurricane Bob,2.0,75,1058410.45,85865.85,0.0,1311394.0,122148.0
MA,1991,Hurricane Bob,3.0,33,530104.63,14381.36,0.0,572838.0,22818.0
MA,1991,Hurricane Bob,4.0,184,3539711.7800000003,867961.67,0.0,4140857.0,1387543.0
MA,1991,Hurricane Bob,6.0,3,221352.46000000002,0.0,0.0,224716.0,0.0
MA,1991,"The ""Halloween"" Storm",1.0,3489,55604616.47,9262229.57,0.0,65132867.0,12912268.0
MA,1991,"The ""Halloween"" Storm",2.0,417,5957247.96,677094.04,0.0,6786394.0,871345.0
MA,1991,"The ""Halloween"" Storm",3.0,115,3075978.66,180048.86,0.0,5255285.0,241183.0
MA,1991,"The ""Halloween"" Storm",4.0,220,5274304.39,1318973.79,0.0,7860871.0,1634413.0
MA,1991,"The ""Halloween"" Storm",6.0,22,513885.51,28592.75,0.0,907950.0,40746.0
MA,1992,December Storm - Nor'easter,1.0,1680,11779591.0,1331457.43,0.0,13718895.0,1844989.0
MA,1992,December Storm - Nor'easter,2.0,242,1626292.18,255684.56,0.0,1837679.0,334568.0
MA,1992,December Storm - Nor'easter,3.0,75,590293.37,13836.95,0.0,760108.0,16837.0
MA,1992,December Storm - Nor'easter,4.0,128,1732255.77,441414.64,0.0,2451850.0,570474.0
MA,1992,December Storm - Nor'easter,6.0,7,47876.229999999996,1435.0,0.0,53552.0,2440.0
MA,1996,Flooding,1.0,744,2493540.69,332850.83,0.0,3478316.0,567341.0
MA,1996,Flooding,2.0,185,626169.82,45788.54,0.0,897860.0,71246.0
MA,1996,Flooding,3.0,30,848858.48,12376.44,0.0,1053494.0,20593.0
MA,1996,Flooding,4.0,69,1737726.17,953652.6,0.0,2069643.0,1571261.0
MA,1996,Flooding,6.0,2,34397.51,0.0,0.0,40155.0,0.0
MA,1998,Flooding,1.0,299,881279.59,131975.83000000002,29232.61,1137194.0,189706.0
MA,1998,Flooding,2.0,59,191857.99,39721.86,0.0,232063.0,48882.0
MA,1998,Flooding,3.0,33,279833.77999999997,15685.54,0.0,352421.0,20844.0
MA,1998,Flooding,4.0,50,979617.8200000001,799523.64,0.0,1053058.0,934971.0
