state,yearOfLoss,floodEvent,occupancyType,count,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,buildingDamageAmount,contentsDamageAmount
NY,1996,Flooding,2.0,283,2020880.12,435372.44,0.0,2485569.0,528974.0
NY,1996,Flooding,3.0,47,699618.79,44274.740000000005,0.0,821973.0,55547.0
NY,1996,Flooding,4.0,263,4317394.08,2384679.1,0.0,5061623.0,4360323.0
NY,1996,Flooding,6.0,26,640366.11,159675.97,0.0,683639.0,190870.0
NY,1999,Hurricane Floyd,1.0,675,4978374.61,992502.95,9900.0,5649941.0,1284338.0
NY,1999,Hurricane Floyd,2.0,57,302456.91000000003,79588.22,0.0,355058.0,87244.0
NY,1999,Hurricane Floyd,3.0,22,86396.88,430.85,0.0,106147.0,1181.0
NY,1999,Hurricane Floyd,4.0,55,2657560.25,1995047.77,0.0,2788242.0,2188234.0
NY,1999,Hurricane Floyd,6.0,8,307130.99,208700.0,0.0,321232.0,213461.0
NY,2005,Torrential rain,1.0,4452,35685273.01,3420299.65,204939.36,40678562.0,4382022.0
NY,2005,Torrential rain,2.0,345,3053348.42,186532.95,4425.0,3524361.0,235072.0
NY,2005,Torrential rain,3.0,54,667072.73,7842.49,0.0,762179.0,13399.0
NY,2005,Torrential rain,4.0,130,3212268.77,1284448.77,0.0,3547855.0,1374586.0
NY,2005,Torrential rain,6.0,10,191435.36000000002,24506.2,0.0,202940.0,25007.0
NY,2007,Nor'easter,1.0,1666,26919587.32,2899314.8,47250.0,28438200.0,3676244.0
NY,2007,Nor'easter,2.0,246,3665777.7,230392.25,0.0,4078316.0,287450.0
NY,2007,Nor'easter,3.0,88,2884475.86,218659.88,0.0,3929650.0,240681.0
NY,2007,Nor'easter,4.0,131,4615821.06,3294852.06,0.0,5461261.0,3969550.0
NY,2007,Nor'easter,6.0,45,2916175.58,2650443.4699999997,0.0,3074845.0,3030341.0
NY,2009,Late summer storms,1.0,126,1738571.92,240594.0,18398.14,2227518.0,273113.0
NY,2009,Late summer storms,2.0,14,219817.72,15000.0,0.0,238028.0,16064.0
NY,2009,Late summer storms,3.0,5,48758.63,0.0,0.0,57756.0,0.0
NY,2009,Late summer storms,4.0,9,723621.43,365573.88,0.0,757980.0,373633.0
NY,2009,Late summer storms,6.0,4,109763.07,10500.0,0.0,140646.0,14495.0
NY,2010,Nor'easter,1.0,2226,12387864.12,922420.54,60000.0,14047891.0,1269386.0
NY,2010,Nor'easter,2.0,145,810437.89,18323.6,0.0,977764.0,33238.0
NY,2010,Nor'easter,3.0,38,332992.63,4676.02,0.0,435163.0,6678.0
NY,2010,Nor'easter,4.0,82,2003640.89,409496.09,0.0,2243263.0,453925.0
NY,2010,Nor'easter,6.0,9,123841.75,11921.23,0.0,140380.0,15923.0
NY,2011,Hurricane Irene,1.0,12109,232589864.38,25442522.83,2206726.06,247494156.0,33111560.0
NY,2011,Hurricane Irene,2.0,1429,23105012.09,1759931.41,177000.0,26400228.0,2295514.0
NY,2011,Hurricane Irene,3.0,315,9419186.43,445197.01,2000.0,11369106.0,543103.0
NY,2011,Hurricane Irene,4.0,637,26880895.14,8617102.37,49210.0,30238242.0,11427506.0
NY,2011,Hurricane Irene,6.0,254,13034765.15,4930002.7,0.0,14948780.0,8469983.0
NY,2011,Late summer storms,1.0,1244,6692608.38,305478.12,0.0,8428009.0,557746.0
NY,2011,Late summer storms,2.0,187,1524387.56,40788.81,0.0,1892982.0,73780.0
NY,2011,Late summer storms,3.0,33,1121523.92,0.0,0.0,1145890.0,885.0
NY,2011,Late summer storms,4.0,14,591082.65,148125.63999999998,0.0,661086.0,155128.0
NY,2011,Late summer storms,6.0,2,199839.45,0.0,0.0,203840.0,0.0
NY,2011,Tropical Storm Lee,1.0,2482,84302004.06,12738034.24,1703873.61,88007602.0,14818172.0
NY,2011,Tropical Storm Lee,2.0,223,5939542.37,197134.29,66980.0,6968284.0,252851.0
NY,2011,Tropical Storm Lee,3.0,49,1715215.69,53072.11,0.0,1785383.0,64864.0
NY,2011,Tropical Storm Lee,4.0,284,27468867.080000002,13094980.31,35190.0,32293470.0,17290502.0
NY,2011,Tropical Storm Lee,6.0,121,9023163.81,3971072.8,30000.0,9813027.0,4734854.0
NY,2012,Hurricane Sandy,1.0,47736,2846617458.35,371412941.16,42808189.96,2812432479.0,427214452.0
NY,2012,Hurricane Sandy,2.0,5874,294940894.79,24759237.89,1862940.32,309213875.0,29127832.0
NY,2012,Hurricane Sandy,3.0,1841,290311243.44,4443438.69,30000.0,331917232.0,5323727.0
NY,2012,Hurricane Sandy,4.0,1456,189632922.66,44384969.41,60000.0,248610580.0,71561595.0
NY,2012,Hurricane Sandy,6.0,497,80861186.79,20358010.58,0.0,102261635.0,24906817.0
NY,2014,Mid-spring storms,1.0,128,704386.21,63078.77,0.0,798264.0,98838.0
NY,2014,Mid-spring storms,2.0,80,1312262.45,69894.47,0.0,1413159.0,106052.0
NY,2014,Mid-spring storms,3.0,26,840227.24,44231.409999999996,0.0,946786.0,48231.0
NY,2014,Mid-spring storms,4.0,4,49669.51,0.0,0.0,60672.0,0.0
NY,2014,Mid-spring storms,6.0,2,5863.74,0.0,0.0,6864.0,0.0
NY,2021,Hurricane Ida,1.0,2252,71454495.18,7637602.87,15000.0,73491159.0,9624368.0
NY,2021,Hurricane Ida,2.0,526,14268792.37,756109.45,0.0,15967061.0,1005662.0
NY,2021,Hurricane Ida,3.0,276,16474122.41,347593.47,0.0,19141826.0,416998.0
NY,2021,Hurricane Ida,4.0,37,3583142.63,1465163.33,0.0,4038591.0,1731627.0
NY,2021,Hurricane Ida,6.0,263,22313201.74,10068346.96,0.0,25587641.0,15144426.0
NY,2021,Tropical Storm Fred,1.0,28,329776.98,59047.46,0.0,378212.0,78149.0
NY,2021,Tropical Storm Fred,2.0,3,62002.14,764.2,0.0,66751.0,2014.0
NY,2021,Tropical Storm Fred,3.0,2,46244.11,0.0,0.0,66244.0,0.0
NY,2021,Tropical Storm Fred,4.0,1,500000.0,144213.39,0.0,519437.0,149213.0
NY,2021,Tropical Storm Fred,6.0,3,154764.39,27901.87,0.0,158014.0,31151.0
NY,2021,Tropical Storm Henri,1.0,84,738328.06,78352.78,0.0,839386.0,107201.0
NY,2021,Tropical Storm Henri,2.0,33,376257.67,7736.3099999999995,0.0,435572.0,18466.0
NY,2021,Tropical Storm Henri,3.0,6,161640.24000000002,0.0,0.0,168890.0,1505.0
NY,2021,Tropical Storm Henri,4.0,2,0.0,0.0,0.0,0.0,0.0
NY,2021,Tropical Storm Henri,6.0,10,164405.11,11703.04,0.0,183789.0,13703.0
RI,1979,Not a named storm,1.0,63,59075.91,59570.14,0.0,67833.0,73098.0
RI,1979,Not a named storm,2.0,8,10045.08,2032.75,0.0,12217.0,2233.0
RI,1979,Not a named storm,3.0,3,6433.06,2776.0,0.0,6633.0,2976.0
RI,1979,Not a named storm,4.0,82,209732.28999999998,1563444.49,0.0,241625.0,1949400.0
RI,1982,Not a named storm,1.0,80,122682.0,91128.27,0.0,145532.0,125979.0
RI,1982,Not a named storm,2.0,8,15567.649999999998,928.0,0.0,19021.0,1386.0
RI,1982,Not a named storm,3.0,4,35904.34,0.0,0.0,46640.0,0.0
RI,1982,Not a named storm,4.0,70,492815.32,1243919.59,0.0,578826.0,1452435.0
RI,1991,Hurricane Bob,1.0,467,2214199.26,292784.68,0.0,2661954.0,442742.0
RI,1991,Hurricane Bob,2.0,22,331507.01,34024.38,0.0,393003.0,71282.0
RI,1991,Hurricane Bob,3.0,10,55977.97,0.0,0.0,65080.0,0.0
RI,1991,Hurricane Bob,4.0,124,2776057.66,585120.81,0.0,3239083.0,2028003.0
RI,1991,Hurricane Bob,6.0,3,10377.49,0.0,0.0,14534.0,0.0
RI,2001,Flooding,1.0,26,73644.73,10240.449999999999,0.0,91747.0,13391.0
RI,2001,Flooding,2.0,8,16864.34,870.42,0.0,29864.0,1571.0
RI,2001,Flooding,3.0,1,0.0,0.0,0.0,0.0,0.0
RI,2001,Flooding,4.0,9,104263.2,192455.43,0.0,118572.0,202566.0
RI,2010,Nor'easter,1.0,1374,13250641.8,1150587.87,128304.0,14701232.0,1421872.0
RI,2010,Nor'easter,2.0,136,2316704.74,31509.8,0.0,2571179.0,48232.0
RI,2010,Nor'easter,3.0,55,5715197.24,76058.45,0.0,6054864.0,96684.0
RI,2010,Nor'easter,4.0,122,9429551.79,4081718.06,0.0,11368980.0,9877819.0
RI,2010,Nor'easter,6.0,29,4106617.8600000003,2996741.36,0.0,4255230.0,4019586.0
RI,2011,Hurricane Irene,1.0,44,181253.4,22351.32,0.0,243327.0,33488.0
RI,2011,Hurricane Irene,2.0,7,73646.85,3311.57,0.0,85647.0,6476.0
RI,2011,Hurricane Irene,4.0,33,1663755.73,125019.90000000001,0.0,1730888.0,134375.0
RI,2011,Hurricane Irene,6.0,1,0.0,0.0,0.0,0.0,0.0
RI,2012,Hurricane Sandy,1.0,819,17462267.66,1400953.49,453928.85,19156347.0,1946200.0
RI,2012,Hurricane Sandy,2.0,53,1343190.71,108459.2,0.0,1505393.0,134798.0
RI,2012,Hurricane Sandy,3.0,12,242833.89,22475.54,0.0,257082.0,36870.0
RI,2012,Hurricane Sandy,4.0,137,10068994.57,1164776.66,60000.0,11221969.0,1365689.0
RI,2012,Hurricane Sandy,6.0,46,4952870.17,1359281.64,0.0,5728458.0,1501846.0
RI,2021,Hurricane Elsa,1.0,2,61965.59,496.16,0.0,59479.0,1496.0
RI,2021,Hurricane Ida,1.0,46,474501.19,94408.95000000001,0.0,491074.0,109464.0
RI,2021,Hurricane Ida,2.0,14,243635.63,24872.39,0.0,270877.0,26227.0
RI,2021,Hurricane Ida,6.0,5,711733.1799999999,25001.35,0.0,778903.0,26001.0
RI,2021,Tropical Storm Henri ,1.0,1,0.0,0.0,0.0,0.0,0.0
SC,1984,Hurricane Diana,1.0,10,6092.15,4655.1900000000005,0.0,10577.0,6094.0
SC,1984,Hurricane Diana,2.0,1,3610.23,0.0,0.0,4111.0,0.0
SC,1984,Hurricane Diana,3.0,1,0.0,0.0,0.0,0.0,0.0
SC,1984,Hurricane Diana,4.0,2,367.5,0.0,0.0,868.0,0.0
SC,1986,Flooding,1.0,55,165140.77,18309.25,0.0,189602.0,24463.0
SC,1986,Flooding,2.0,8,89796.87,5467.2,0.0,95872.0,7331.0
SC,1986,Flooding,3.0,11,97773.44,81747.56,0.0,109188.0,86143.0
SC,1986,Flooding,4.0,8,78636.06,103438.81000000001,0.0,82435.0,105636.0
SC,1987,Flooding,1.0,1035,2739613.28,569896.48,0.0,3655572.0,805630.0
SC,1987,Flooding,2.0,120,612321.35,107161.69,0.0,712671.0,137646.0
SC,1987,Flooding,3.0,78,481643.96,3008.5,0.0,556878.0,6091.0
SC,1987,Flooding,4.0,41,221550.88999999998,99876.2,0.0,250309.0,109236.0
SC,1989,Hurricane Hugo,1.0,11485,192045431.26,30740316.27,0.0,416776988.0,71742155.0
SC,1989,Hurricane Hugo,2.0,1219,28120959.4,2493684.46,0.0,29863507.0,6630232.0
SC,1989,Hurricane Hugo,3.0,1169,56480218.18,1530451.52,0.0,62639215.0,4102103.0
SC,1989,Hurricane Hugo,4.0,845,36475972.04,12861123.13,0.0,42345490.0,14599712.0
SC,1989,Hurricane Hugo,6.0,1,0.0,0.0,0.0,0.0,0.0
SC,1994,Flooding,1.0,506,1910017.84,504474.0,0.0,2888952.0,6837727.0
SC,1994,Flooding,2.0,88,147597.0,21143.1,0.0,255209.0,26884.0
SC,1994,Flooding,3.0,50,118732.21,0.0,0.0,166675.0,0.0
SC,1994,Flooding,4.0,25,271920.86,9392.5,0.0,288720.0,35127.0
SC,1994,Flooding,6.0,1,15633.8,0.0,0.0,22000.0,0.0
SC,1996,Hurricane Bertha,1.0,108,2546.69,0.0,0.0,5501.0,16.0
SC,1996,Hurricane Bertha,2.0,28,0.0,0.0,0.0,181.0,384.0
SC,1996,Hurricane Bertha,3.0,39,0.0,0.01,0.0,10.0,0.0
SC,1996,Hurricane Bertha,4.0,39,1685.05,0.04,0.0,69186.0,37500.0
SC,1996,Hurricane Fran,1.0,503,1133864.35,216854.09,0.0,1294075.0,314465.0
SC,1996,Hurricane Fran,2.0,44,36123.68,1390.0,0.0,41327.0,2295.0
SC,1996,Hurricane Fran,3.0,43,52064.61,0.0,0.0,65570.0,0.0
SC,1996,Hurricane Fran,4.0,102,220177.03999999998,144688.54,0.0,329676.0,218179.0
SC,1996,Hurricane Fran,6.0,1,0.0,0.0,0.0,0.0,0.0
SC,1999,Hurricane Dennis,1.0,3,0.0,0.0,0.0,0.0,0.0
SC,1999,Hurricane Floyd,1.0,1630,10349632.17,2949604.91,294650.0,10739228.0,3430871.0
SC,1999,Hurricane Floyd,2.0,149,596400.55,116573.65000000001,0.0,771025.0,157344.0
SC,1999,Hurricane Floyd,3.0,103,2850377.37,134246.47,0.0,2937836.0,168703.0
SC,1999,Hurricane Floyd,4.0,156,1599422.6199999999,728308.91,0.0,1687236.0,769507.0
SC,1999,Hurricane Floyd,6.0,11,0.0,0.0,0.0,0.0,0.0
SC,2003,Hurricane Isabel,1.0,8,0.0,0.0,0.0,13000.0,0.0
SC,2003,Hurricane Isabel,2.0,1,0.0,0.0,0.0,0.0,0.0
SC,2003,Hurricane Isabel,3.0,1,0.0,0.0,0.0,0.0,0.0
SC,2003,Hurricane Isabel,4.0,2,0.0,0.0,0.0,0.0,0.0
SC,2003,Hurricane Isabel,6.0,1,0.0,0.0,0.0,0.0,0.0
SC,2005,Hurricane Cindy,1.0,78,697011.31,100320.01000000001,0.0,750942.0,123192.0
SC,2005,Hurricane Cindy,2.0,3,25639.98,0.0,0.0,26641.0,0.0
SC,2005,Hurricane Cindy,3.0,12,194387.03,0.0,0.0,211250.0,0.0
SC,2005,Hurricane Cindy,4.0,5,40247.12,1658.4,0.0,44249.0,2159.0
SC,2005,Hurricane Cindy,6.0,1,0.0,15600.0,0.0,0.0,16961.0
SC,2008,Hurricane Hanna,1.0,33,432017.64999999997,36051.9,0.0,452699.0,41840.0
SC,2008,Hurricane Hanna,2.0,1,26154.73,2657.04,0.0,27155.0,3658.0
SC,2011,Hurricane Irene,1.0,8,173239.72999999998,0.0,0.0,181240.0,0.0
SC,2011,Hurricane Irene,6.0,2,1164.73,1947.92,0.0,2164.0,2947.0
SC,2015,October severe storms,1.0,4556,98776281.36,13085111.08,781153.68,101032133.0,15815630.0
SC,2015,October severe storms,2.0,224,3941042.71,125774.39,0.0,4355771.0,177942.0
SC,2015,October severe storms,3.0,195,8808367.92,84592.89,0.0,8924039.0,95898.0
SC,2015,October severe storms,4.0,85,2776245.48,436311.55,0.0,2966072.0,537231.0
SC,2015,October severe storms,6.0,219,10376525.69,2323243.84,32967.85,11379931.0,3664330.0
SC,2016,Hurricane Matthew,1.0,5926,108729337.42,18244007.16,1019639.3,114168649.0,22450196.0
SC,2016,Hurricane Matthew,2.0,406,10303111.59,431286.84,0.0,10356599.0,566770.0
SC,2016,Hurricane Matthew,3.0,341,15289451.72,267623.87,0.0,15196098.0,400077.0
SC,2016,Hurricane Matthew,4.0,52,1429112.29,215207.93,0.0,1534312.0,231905.0
SC,2016,Hurricane Matthew,6.0,275,8795648.1,2710638.83,30000.0,9453804.0,3210967.0
SC,2017,Hurricane Irma,1.0,2043,40328945.87,3553172.96,132950.0,42885890.0,4782832.0
SC,2017,Hurricane Irma,2.0,170,4087374.76,106421.16,0.0,4758292.0,145344.0
SC,2017,Hurricane Irma,3.0,66,3393661.16,32759.36,0.0,3400338.0,48344.0
SC,2017,Hurricane Irma,4.0,13,940299.2,98694.34,0.0,1016478.0,106694.0
SC,2017,Hurricane Irma,6.0,70,2783282.67,593894.34,0.0,3078331.0,649641.0
SC,2018,Hurricane Florence,1.0,1282,75770953.15,14143351.3,860346.38,76204552.0,15563743.0
SC,2018,Hurricane Florence,2.0,14,1659566.69,44825.99,30000.0,1563223.0,71213.0
SC,2018,Hurricane Florence,3.0,51,7434501.7,102596.01000000001,0.0,7183516.0,121551.0
SC,2018,Hurricane Florence,4.0,10,293406.14,63564.97,0.0,329989.0,68880.0
SC,2018,Hurricane Florence,6.0,45,3719724.81,1127280.79,0.0,3854184.0,1375876.0
SC,2018,Hurricane Michael,1.0,28,393594.54,22556.940000000002,0.0,398789.0,32151.0
SC,2020,Hurricane Eta,1.0,4,28511.41,2534.31,0.0,30512.0,4482.0
SC,2020,Hurricane Isaias,1.0,284,4366201.92,914689.76,30000.0,4170195.0,1070001.0
SC,2020,Hurricane Isaias,2.0,33,959431.75,60386.899999999994,0.0,883635.0,78721.0
SC,2020,Hurricane Isaias,3.0,18,307446.14,10990.7,0.0,304431.0,12240.0
SC,2020,Hurricane Isaias,6.0,15,290338.8,313295.38,0.0,308420.0,341485.0
SC,2021,Hurricane Elsa,1.0,14,69011.4,0.0,0.0,86429.0,2247.0
SC,2021,Hurricane Elsa,2.0,2,40121.11,0.0,0.0,46620.0,0.0
SC,2021,Hurricane Elsa,3.0,1,14082.7,0.0,0.0,18365.0,0.0
SC,2021,Hurricane Elsa,6.0,5,558501.89,10480.99,0.0,573253.0,13981.0
SC,2022,Hurricane Ian,1.0,255,4781044.26,633853.06,0.0,4811097.0,914750.0
SC,2022,Hurricane Ian,2.0,48,2161255.01,76033.17,0.0,2055199.0,89853.0
SC,2022,Hurricane Ian,3.0,37,1831906.86,68854.01999999999,0.0,1672716.0,72104.0
SC,2022,Hurricane Ian,4.0,2,9107.78,0.0,0.0,10358.0,0.0
SC,2022,Hurricane Ian,6.0,10,1820771.77,140361.61000000002,0.0,1396836.0,159862.0
SC,2022,Hurricane Ian,11.0,462,9780737.03,1374565.91,0.0,10212979.0,1739421.0
SC,2022,Hurricane Ian,12.0,29,807516.07,83283.66,0.0,856955.0,111429.0
SC,2022,Hurricane Ian,13.0,6,99735.13,1163.9,0.0,106735.0,2164.0
SC,2022,Hurricane Ian,14.0,21,238229.63,14417.880000000001,0.0,241979.0,20844.0
SC,2022,Hurricane Ian,15.0,122,9788874.12,0.0,0.0,9420220.0,0.0
SC,2022,Hurricane Ian,16.0,15,57345.060000000005,122194.95,0.0,31683.0,102939.0
SC,2022,Hurricane Ian,18.0,51,3123743.4699999997,989729.6799999999,0.0,3692680.0,1062646.0
TX,1979,Flooding,1.0,8029,42715626.43,14940482.62,0.0,46263865.0,18601792.0
TX,1979,Flooding,2.0,134,557711.85,127780.22,0.0,588262.0,167045.0
TX,1979,Flooding,3.0,385,2033737.99,179774.23,0.0,2503233.0,221674.0
TX,1979,Flooding,4.0,722,2632359.13,2957626.09,0.0,3440109.0,3692399.0
TX,1979,Tropical Storm Claudette,1.0,9579,97435619.13,35315366.46,0.0,106392743.0,49039093.0
TX,1979,Tropical Storm Claudette,2.0,132,1016965.27,145341.3,0.0,1178560.0,207315.0
TX,1979,Tropical Storm Claudette,3.0,372,3935916.6,190171.11000000002,0.0,4632111.0,261985.0
TX,1979,Tropical Storm Claudette,4.0,547,3191822.35,2676793.62,0.0,3500862.0,3404520.0
TX,1980,Flooding,1.0,376,1043153.38,449258.33,0.0,1145870.0,545999.0
TX,1980,Flooding,2.0,4,3629.17,0.0,0.0,4231.0,0.0
TX,1980,Flooding,3.0,15,265655.76,724.32,0.0,286959.0,925.0
TX,1980,Flooding,4.0,33,86506.05,45539.95,0.0,97099.0,54178.0
TX,1980,Hurricane Allen,1.0,2929,9117258.01,2889622.15,0.0,10328314.0,3609687.0
TX,1980,Hurricane Allen,2.0,168,897063.37,166557.48,0.0,998665.0,220107.0
TX,1980,Hurricane Allen,3.0,507,3574010.84,298125.79,0.0,3866614.0,372871.0
TX,1980,Hurricane Allen,4.0,989,4941673.36,3828654.14,0.0,5901592.0,4951810.0
TX,1980,Hurricane Danielle,1.0,1063,2616828.57,1018061.21,0.0,2954516.0,1399653.0
TX,1980,Hurricane Danielle,2.0,16,18540.66,3202.79,0.0,23547.0,4558.0
TX,1980,Hurricane Danielle,3.0,17,55480.72,3855.56,0.0,57653.0,4923.0
TX,1980,Hurricane Danielle,4.0,122,349600.63,425031.05,0.0,422359.0,558625.0
TX,1981,Flooding,1.0,6893,29103618.81,11459982.77,0.0,34250302.0,15635591.0
TX,1981,Flooding,2.0,213,767411.83,210986.65,0.0,880752.0,346124.0
TX,1981,Flooding,3.0,507,2260568.12,209129.44,0.0,2736892.0,270031.0
TX,1981,Flooding,4.0,922,3476129.66,4169002.51,0.0,4179990.0,6341894.0
TX,1982,Flooding,1.0,509,1647089.3,587527.59,0.0,1906384.0,748155.0
TX,1982,Flooding,2.0,11,53250.590000000004,10220.210000000001,0.0,54799.0,11560.0
TX,1982,Flooding,3.0,33,47807.18,15036.96,0.0,88598.0,25528.0
TX,1982,Flooding,4.0,118,735192.93,553228.73,0.0,816098.0,647122.0
TX,1983,Flooding,1.0,2103,22168541.38,10737075.68,0.0,28191953.0,13910518.0
TX,1983,Flooding,2.0,19,113978.19,24414.06,0.0,142783.0,32116.0
TX,1983,Flooding,3.0,71,353924.95,131348.15,0.0,597298.0,227032.0
TX,1983,Flooding,4.0,128,515598.57,625458.63,0.0,835329.0,762349.0
TX,1983,Hurricane Alicia,1.0,12105,64660075.83,27151684.98,0.0,82748926.0,39186138.0
TX,1983,Hurricane Alicia,2.0,235,1272546.26,257015.99,0.0,1431316.0,420597.0
TX,1983,Hurricane Alicia,3.0,571,4338404.77,403831.82,0.0,5826094.0,580788.0
TX,1983,Hurricane Alicia,4.0,1161,8645585.05,7535811.04,0.0,10541906.0,9792598.0
TX,1984,Flooding,1.0,2126,13854660.12,6014940.55,0.0,16408116.0,7608047.0
TX,1984,Flooding,2.0,69,133832.24,19663.420000000002,0.0,162116.0,28357.0
TX,1984,Flooding,3.0,104,189977.0,39107.71,0.0,223394.0,49155.0
TX,1984,Flooding,4.0,297,1355673.55,1272012.18,0.0,1649150.0,1578511.0
TX,1986,Flooding,1.0,201,693508.5,290221.98,0.0,1065739.0,397564.0
TX,1986,Flooding,2.0,4,14290.59,1545.45,0.0,16596.0,2046.0
TX,1986,Flooding,3.0,17,156813.88,653.98,0.0,176824.0,1154.0
TX,1986,Flooding,4.0,32,102414.18000000001,97876.95999999999,0.0,118435.0,109413.0
TX,1986,Hurricane Bonnie,1.0,28,65166.189999999995,14067.1,0.0,74117.0,22128.0
TX,1986,Hurricane Bonnie,4.0,3,18728.23,819.34,0.0,23132.0,1400.0
TX,1987,Flooding,1.0,521,2349426.13,899875.08,0.0,17540356.0,8420215.0
TX,1987,Flooding,2.0,62,193601.74,2407.4,0.0,400206.0,31615.0
TX,1987,Flooding,3.0,36,107539.39,26468.75,0.0,148457.0,1657775.0
TX,1987,Flooding,4.0,43,287451.58,126793.08,0.0,2135271.0,342440.0
TX,1988,Hurricane Gilbert,1.0,84,175160.66,51530.979999999996,0.0,2631194.0,624734.0
TX,1988,Hurricane Gilbert,2.0,4,78937.79000000001,0.0,0.0,100500.0,0.0
TX,1988,Hurricane Gilbert,3.0,48,1398297.23,16904.64,0.0,1525353.0,21021.0
TX,1988,Hurricane Gilbert,4.0,31,270704.39,178722.93000000002,0.0,2877972.0,1191869.0
TX,1988,Hurricane Gilbert,6.0,1,13777.15,0.0,0.0,15000.0,0.0
TX,1989,Flooding,1.0,3609,43790313.85,18774295.38,0.0,79386656.0,34620954.0
TX,1989,Flooding,2.0,49,564079.34,30696.809999999998,0.0,5560567.0,36218.0
TX,1989,Flooding,3.0,120,1025802.0,47300.8,0.0,1095315.0,59077.0
TX,1989,Flooding,4.0,189,1902392.3,1246365.6,0.0,2369836.0,1746884.0
TX,1989,Flooding,6.0,2,4547.55,0.0,0.0,5548.0,0.0
TX,1989,Hurricane Chantel,1.0,3520,25364321.77,10393319.8,0.0,30122770.0,16304066.0
TX,1989,Hurricane Chantel,2.0,45,400296.25,30975.29,0.0,441054.0,42150.0
TX,1989,Hurricane Chantel,3.0,266,1546682.36,33185.34,0.0,2055354.0,47222.0
TX,1989,Hurricane Chantel,4.0,192,1093323.89,561229.77,0.0,1291601.0,681339.0
TX,1989,Hurricane Chantel,6.0,1,10659.4,2407.48,0.0,11160.0,2908.0
TX,1989,Hurricane Jerry,1.0,391,1331298.8800000001,700015.28,0.0,1585315.0,931988.0
TX,1989,Hurricane Jerry,2.0,14,58940.27,7919.0,0.0,66620.0,8919.0
TX,1989,Hurricane Jerry,3.0,33,156051.29,7568.0,0.0,165979.0,31856.0
TX,1989,Hurricane Jerry,4.0,75,603605.31,845336.4,0.0,715698.0,1095366.0
TX,1989,Tropical Storm Allison,1.0,3208,21826884.95,9545917.18,0.0,27077114.0,13628231.0
TX,1989,Tropical Storm Allison,2.0,94,674362.64,129462.59999999999,0.0,767658.0,209289.0
TX,1989,Tropical Storm Allison,3.0,288,1974243.6600000001,117226.66,0.0,2630062.0,158384.0
TX,1989,Tropical Storm Allison,4.0,312,3420460.88,1596093.11,0.0,4144381.0,2373860.0
TX,1990,Flooding,1.0,562,6272406.05,1768590.8800000001,0.0,14351008.0,4677380.0
TX,1990,Flooding,2.0,52,248492.45,2250.0,0.0,312788.0,2750.0
TX,1990,Flooding,3.0,24,232355.41999999998,19901.04,0.0,274291.0,28359.0
TX,1990,Flooding,4.0,107,1883160.31,1828622.15,0.0,2165335.0,4614742.0
TX,1990,Flooding,6.0,1,2946.35,2167.44,0.0,3947.0,3168.0
TX,1991,Flooding,1.0,1591,13531591.76,4420104.03,0.0,17144560.0,7840197.0
TX,1991,Flooding,2.0,30,243894.72999999998,6451.81,0.0,308367.0,8907.0
TX,1991,Flooding,3.0,50,914608.51,12065.23,0.0,997753.0,17091.0
TX,1991,Flooding,4.0,217,1694291.29,2553526.04,0.0,2127573.0,3558777.0
TX,1992,Flooding,1.0,2418,30596720.72,12472909.76,0.0,38637229.0,17154447.0
TX,1992,Flooding,2.0,31,354538.37,212480.47,0.0,402032.0,223023.0
TX,1992,Flooding,3.0,57,2234019.11,145866.16,0.0,2996507.0,362902.0
TX,1992,Flooding,4.0,115,3264592.88,1679699.48,0.0,3786362.0,2954562.0
TX,1994,Flooding,1.0,6631,155379997.75,54602329.71,0.0,169259579.0,71084810.0
TX,1994,Flooding,2.0,54,1056667.89,213642.05,0.0,1149977.0,228238.0
TX,1994,Flooding,3.0,139,1155694.34,112550.94,0.0,1414832.0,230965.0
TX,1994,Flooding,4.0,226,2978260.51,2109344.98,0.0,3705449.0,2406458.0
TX,1997,Flooding,1.0,414,7335704.58,1442171.5,15000.0,7679638.0,1679375.0
TX,1997,Flooding,2.0,1,16852.81,0.0,0.0,17603.0,0.0
TX,1997,Flooding,3.0,4,57936.45,0.0,0.0,113565.0,0.0
TX,1997,Flooding,4.0,25,388116.15,65950.47,0.0,430905.0,71694.0
TX,1997,Flooding,6.0,1,7427.49,0.0,0.0,8428.0,0.0
TX,1998,Flooding,1.0,9053,145649770.38,46584104.26,1917957.49,152779642.0,54804943.0
TX,1998,Flooding,2.0,164,2824150.34,289617.36,15000.0,2961216.0,367639.0
TX,1998,Flooding,3.0,274,7207765.63,474868.25,0.0,8235283.0,555297.0
TX,1998,Flooding,4.0,621,12366565.04,7341716.25,15000.0,13308109.0,8396378.0
TX,1998,Flooding,6.0,3,109525.15,15500.0,0.0,135830.0,18665.0
TX,1999,Flooding,1.0,230,287846.49,45102.04,0.0,347103.0,56718.0
TX,1999,Flooding,2.0,22,19199.93,1376.02,0.0,22558.0,2114.0
TX,1999,Flooding,3.0,21,40222.63,0.0,0.0,41721.0,0.0
TX,1999,Flooding,4.0,47,442584.79000000004,132846.46,0.0,462341.0,147743.0
TX,2001,Tropical Storm Allison,1.0,24811,614809547.5,217575917.82,4880740.93,635755436.0,246615478.0
